"age" "proxy_signal"
"1" 1 -0.0116993644503244
"2" 2 -1.12866378079815
"3" 3 -0.685272049736706
"4" 4 -0.639959668402465
"5" 5 -0.468349883366595
"6" 6 -0.399924642086509
"7" 7 0.510326837163936
"8" 8 0.020961958071536
"9" 9 0.0246883157522149
"10" 10 0.0202716954359837
"11" 11 0.230590746702297
"12" 12 0.604615597031032
"13" 13 1.69119205155667
"14" 14 -0.848334881419542
"15" 15 -0.348199812216734
"16" 16 0.130160912430559
"17" 17 0.186128187452942
"18" 18 0.257145450019499
"19" 19 0.63012299640407
"20" 20 -0.143444506602236
"21" 21 0.401547378010555
"22" 22 0.525145043778587
"23" 23 -0.523090639232836
"24" 24 0.556849721879777
"25" 25 0.545755501867083
"26" 26 0.592807493862907
"27" 27 0.460562979690544
"28" 28 0.259370932117658
"29" 29 0.399991093940938
"30" 30 0.362141258980779
"31" 31 -0.129190287070242
"32" 32 0.694956541428747
"33" 33 0.826694719341401
"34" 34 -0.54230860689133
"35" 35 -0.17807551499688
"36" 36 -0.75514342266587
"37" 37 -0.880908763234869
"38" 38 -0.487677015333022
"39" 39 0.506971109217899
"40" 40 0.138969816591499
"41" 41 0.0924672607801282
"42" 42 0.419550699436138
"43" 43 0.526452636392607
"44" 44 -0.0885575228770263
"45" 45 0.750389158013415
"46" 46 0.732681259990274
"47" 47 0.187058973270188
"48" 48 0.316198148742234
"49" 49 0.164139450652727
"50" 50 0.329387061862385
"51" 51 1.07449250543499
"52" 52 -0.355956123413657
"53" 53 -0.0486583000598954
"54" 54 -0.279592384707402
"55" 55 -0.414443739163427
"56" 56 0.255019336556076
"57" 57 0.152189696435364
"58" 58 0.857786252474287
"59" 59 -0.0416763714877236
"60" 60 -0.248517079362347
"61" 61 -0.371938798115151
"62" 62 0.016550943970787
"63" 63 0.421089419174346
"64" 64 -0.0360167506154682
"65" 65 0.182949003853036
"66" 66 -0.886637647733825
"67" 67 0.713803007360678
"68" 68 0.498487455155096
"69" 69 -0.0261959267265791
"70" 70 0.149211201084722
"71" 71 -0.609507939153551
"72" 72 0.602777880035913
"73" 73 0.402546915133559
"74" 74 0.511431810489763
"75" 75 -0.770696097380596
"76" 76 -0.362664179623774
"77" 77 -0.545516430401747
"78" 78 0.545067311816455
"79" 79 -0.0578612856251427
"80" 80 0.67827508471417
"81" 81 0.727744567179797
"82" 82 0.150699422028483
"83" 83 0.451668753779173
"84" 84 0.596180586720583
"85" 85 0.323018198129033
"86" 86 -0.30222123561617
"87" 87 1.17295608567233
"88" 88 -0.257897864101513
"89" 89 0.133578928927028
