"depth" "proxy_signal"
"1" 0.3 1.41418635471562
"2" 0.6 -2.3554356712771
"3" 0.9 -0.265602924741802
"4" 1.2 -0.5974026468091
"5" 1.5 -0.879827299611151
"6" 1.8 -0.158503573800805
"7" 2.1 1.05028321859027
"8" 2.4 -1.46986600276677
"9" 2.7 0.184343702970224
"10" 3 1.82033515280629
"11" 3.3 -0.883311182402613
"12" 3.6 -0.202591543390993
"13" 3.9 0.140006272058914
"14" 4.2 0.7764222993771
"15" 4.5 0.604353030270699
"16" 4.8 0.300205980064342
"17" 5.1 -0.693461714860805
"18" 5.4 0.553704634975292
"19" 5.7 -1.38459895625439
"20" 6 1.40272963090411
"21" 6.3 -0.390050793213623
"22" 6.6 0.178617496613195
"23" 6.9 -0.830492543310146
"24" 7.2 -1.67531935693038
"25" 7.5 0.869176235709906
"26" 7.8 0.772848208004667
"27" 8.1 0.0735915953876182
"28" 8.4 -0.388278272423316
"29" 8.7 1.48981462402925
"30" 9 -1.31358841368422
"31" 9.3 1.02368432140389
"32" 9.6 1.55235981512222
"33" 9.9 1.29441961373883
"34" 10.2 0.992076286064284
"35" 10.5 0.179187591071622
"36" 10.8 2.72407305560762
"37" 11.1 1.11138304225345
"38" 11.4 1.07992259092992
"39" 11.7 1.8724974325057
"40" 12 -0.322018518475992
"41" 12.3 0.850199647653892
"42" 12.6 0.158620384388682
"43" 12.9 0.807831004350255
"44" 13.2 -1.83905537274083
"45" 13.5 0.0982572364210074
"46" 13.8 0.0376381745775357
"47" 14.1 1.27085578397583
"48" 14.4 1.41137125620949
"49" 14.7 1.32454531409172
"50" 15 1.13291486648199
"51" 15.3 0.775115018140485
"52" 15.6 1.82949937065119
"53" 15.9 0.152137156807448
"54" 16.2 0.821867435483682
"55" 16.5 1.16259792957657
"56" 16.8 -1.02932629681419
"57" 17.1 0.345393253438995
"58" 17.4 -1.15354835026626
"59" 17.7 0.588348562460119
"60" 18 0.897387902371404
"61" 18.3 -0.476582800672136
"62" 18.6 0.539190198816033
"63" 18.9 -2.2438142740614
"64" 19.2 1.3894015986605
"65" 19.5 -0.823141883723957
"66" 19.8 -0.088092199021659
"67" 20.1 -1.68534014174638
"68" 20.4 0.251091466871114
"69" 20.7 -0.350898255883544
"70" 21 -1.526345949743
"71" 21.3 2.2860795300575
"72" 21.6 -0.922023816362534
"73" 21.9 1.84812603784526
"74" 22.2 2.47349452537153
"75" 22.5 -1.07178157490474
"76" 22.8 0.0436285929278908
"77" 23.1 0.538882947851739
"78" 23.4 -0.421328068480969
"79" 23.7 1.91193658061174
"80" 24 2.53553485707282
"81" 24.3 0.498574102681699
"82" 24.6 0.384461676446877
"83" 24.9 -0.661910578400901
"84" 25.2 -1.01343969172858
"85" 25.5 -1.11286949853482
"86" 25.8 -0.215561476991903
"87" 26.1 0.284575254866894
"88" 26.4 0.571737540882667
"89" 26.7 0.566469107458023
"90" 27 1.5940211058909
"91" 27.3 -1.36782258423272
"92" 27.6 -0.191865740585093
"93" 27.9 -0.314462430990829
"94" 28.2 -0.154816816819791
"95" 28.5 1.48076791803679
"96" 28.8 1.12447461788677
"97" 29.1 0.896222084674995
"98" 29.4 1.84771334127328
"99" 29.7 0.842901493804594
"100" 30 0.730517623781235
"101" 30.3000000000001 1.94131165731157
"102" 30.6000000000001 1.02971688252817
"103" 30.9000000000001 0.958594204315202
"104" 31.2000000000001 -0.101215718712643
"105" 31.5000000000001 0.979981884027404
"106" 31.8000000000001 -0.455780009434535
"107" 32.1000000000001 1.08672717338599
"108" 32.4 2.51282614594417
"109" 32.7 -0.0857000452745612
"110" 33 0.116666645533331
"111" 33.3 -0.378731350897856
"112" 33.6 1.37569788702737
"113" 33.9 1.71336020862459
"114" 34.2 2.54443907312577
"115" 34.5 0.631748773892013
"116" 34.8 1.86129757770795
"117" 35.1 1.25043023085536
"118" 35.4 0.761564567320065
"119" 35.7 1.98402272996813
"120" 36 0.415483489196932
"121" 36.3 -0.470562924614289
"122" 36.6 1.85216875676762
"123" 36.9 0.409742906512402
"124" 37.2 0.0844875906823835
"125" 37.5 0.0852637053951253
"126" 37.8 1.79427154103332
"127" 38.1 0.214330771562517
"128" 38.4 1.7341292448376
"129" 38.7 1.93845861392675
"130" 39 0.823347975745476
"131" 39.3 1.58164936325287
"132" 39.6 1.20016767714661
"133" 39.9 0.144138002415488
"134" 40.2 2.10488329567638
"135" 40.5 2.68171377827845
"136" 40.8 1.54267158159689
"137" 41.1 0.47074702976311
"138" 41.4 0.359679109248662
"139" 41.7 1.32462313287768
"140" 42 -0.37774403593515
"141" 42.3 -0.362268107812873
"142" 42.6 0.611930522280783
"143" 42.8999999999999 -0.77473454656051
"144" 43.1999999999999 -0.210535919794079
"145" 43.4999999999999 1.26588368179134
"146" 43.7999999999999 0.965491160644223
"147" 44.0999999999999 -0.864773751019267
"148" 44.3999999999999 1.31993810280362
"149" 44.6999999999999 0.977764633605042
"150" 44.9999999999999 0.881410461873621
"151" 45.2999999999999 -1.17135009065737
"152" 45.5999999999999 -0.448398001219573
"153" 45.8999999999999 -0.113028315877837
"154" 46.1999999999999 -0.439525548088007
"155" 46.4999999999999 3.10550851198715
"156" 46.7999999999999 -0.609402099905305
"157" 47.0999999999999 -0.898507376814451
"158" 47.3999999999999 2.60349129282273
"159" 47.6999999999999 0.833433799075985
"160" 47.9999999999999 0.475940676363409
"161" 48.2999999999999 0.877568161349175
"162" 48.5999999999999 1.44782947558111
"163" 48.8999999999999 0.521306544946907
"164" 49.1999999999999 1.49344252486615
"165" 49.4999999999999 2.26198627065485
"166" 49.7999999999999 1.4329150560338
"167" 50.0999999999999 -0.528304160108416
"168" 50.3999999999999 1.67271812265521
"169" 50.6999999999999 -0.0203023185284877
"170" 50.9999999999999 1.93279021080872
"171" 51.2999999999999 1.49358175150273
